SearchID,Speaker,LeftContext,Codes,RightContext,City
1313,snakg1,NAKG1G: Au lycee De,1212,"la, au lycee De1212lafosse0412.",Senegal Dakar
1314,snakg1,une0412 femme0412 je,1122," crois, elle0412 s'appe1212lait Madame0412 M/Mart",Senegal Dakar
1315,snakg1,notre0452 professeur,412," de0414, c'etait une0412 femme0412 je1122 crois,",Senegal Dakar
1316,snakg1,s'appe1312lait notre,452," professeur0412 de0414, c'etait une0412 femme0412",Senegal Dakar
1317,snakg1,"2lait, il0412 s'appe",1312,"lait notre0452 professeur0412 de0414, c'etait une",Senegal Dakar
1318,snakg1,"l0412 se0222lait, il",412," s'appe1312lait notre0452 professeur0412 de0414, c",Senegal Dakar
1319,snakg1,SNAKG1G: Il0412 se,222,"lait, il0412 s'appe1312lait notre0452 professeur04",Senegal Dakar
1320,snakg1,SNAKG1G: Non basalte,422," c'etait me/ du me1212lon, du me1212lon,",Senegal Dakar
1321,snakg1,alte.> melon basalte,421, oui.,Senegal Dakar
1322,snakg1,1: Carriare de?> de,1114,", de1134, de1132 basalte0424, me",Senegal Dakar
1323,snamc1, qu'on dorme0422 sur,412," nos lauriers,",Senegal Dakar
1324,snamc1,2 d'affaire0412s que,1122, nous souhaitons.,Senegal Dakar
1325,snamc1,hiffre0452 d'affaire,412,s que1122 nous souhaitons.,Senegal Dakar
1326,snamc1,e0412 de1122 chiffre,452, d'affaire0412s que1122 nous souhaitons.,Senegal Dakar
1327,snamc1,peut poser problame,413,0,Senegal Dakar
1328,snamc1,"1122 aa, aa marche",424,", on, on peut considerer que1112 aa marche0423.",Senegal Dakar
1329,snamc1,,1122," aa, aa marche0424, on, on peut considerer que1",Senegal Dakar
1330,snamc1,l0412 faut atteindre,423,0,Senegal Dakar
1331,snamc1,que0412 de1122 prime,412,s qu'il0412 faut atteindre0423.,Senegal Dakar
1332,snamc1,0412 critique0412 de,1122, prime0412s qu'il0412 faut atteindre0423.,Senegal Dakar
1333,snamc1,eu partout d'ailleur,414,"s, c'est les maame0412s problame0414s, c'est rec",Senegal Dakar
1334,snamc1,MC1G: C'est vrai que,1112, l'industrie de1112 l'assurance0411 ici au Seneg,Senegal Dakar
1335,snamc1,"neraliste0424, donc",412, nous touchons a toute0412s les branche0412s.,Senegal Dakar
1336,snamc1,22 formation est une,412," formation de1112 generaliste0424, donc0412 nous",Senegal Dakar
1337,snamc1,liste0451 un tout pe,212,tit peu.,Senegal Dakar
1338,snamc1,on est generaliste,451, un tout pe0212tit peu.,Senegal Dakar
1339,snamc1,"op, quand bien maame",412, j'avais fait latin et grec0413.,Senegal Dakar
1340,snamc1,litterature0412 que,1122," j'aimais pas trop, quand bien maame0412 j'avais f",Senegal Dakar
1341,snamc1,SNAMC1G: donc0411 il,412, fallait aimer euh euh,Senegal Dakar
1342,snamc1,0412hs parce0312 que,1121," en fait0412 j'etais en serie scientifique0414,",Senegal Dakar
1343,snamc1,'aimais bien les mat,412,hs parce0312 que1121 en fait0412 j'etais en seri,Senegal Dakar
1344,snamc1,fer0412 du Senegal,413,0,Senegal Dakar
1345,snamc1, quand maame0412 que,1122," ces, re1232gardees de1112 tras pras, ces branc",Senegal Dakar
1346,snamc1,st euh un professeur,412, de1122 mathematique0413s.,Senegal Dakar
1347,snaoc1,scrit ses ordonnance,414,"s, bon les, les, les produits de1112 premiare0412",Senegal Dakar
1348,snaoc1,n. Chaque0412 malade,412," qui vient, achate0412 son ticket a mille0412 fr",Senegal Dakar
1349,snaoc1,icket moderateur de,1122, mille0412 francs hein.,Senegal Dakar
1350,snaoc1,inte0412s qui ont le,1112, palu.,Senegal Dakar
1351,snaoc1,"de1124, de1132 notre",1422," propre1422 poche0414,",Senegal Dakar
1352,snaoc1,"e0424, de",1132, malade0412s qui ont le1112 palu.,Senegal Dakar
1353,snaoc1,", c'est un problame",412, vraiment qui me1112 tient a coeur0413.,Senegal Dakar
1354,snaoc1,c a ferme ses porte,423,s.,Senegal Dakar
1355,snaoc1,"rnite de1112 La, Le",1232,dantec a ferme ses porte0423s.,Senegal Dakar
1356,snaoc1,rencontre0452 mainte,352,"nant de1212puis,",Senegal Dakar
1357,snaoc1,0412 qu'on rencontre,452," mainte0352nant de1212puis,",Senegal Dakar
1358,snaoc1,n c'est un problame,412," qu'on rencontre0452 mainte0352nant de1212puis,",Senegal Dakar
1359,snaoc1,"de0412 dans, dans le",1112," vehicule0413. aa, c'est un problame",Senegal Dakar
1360,snaoc1,qu'elle0412 decade,412," dans, dans le1112 vehicule0413. aa,",Senegal Dakar
1361,snaoc1,"ortir0412 de1124, de",1132," notre1422 propre1422 poche0414,",Senegal Dakar
1362,snaoc1,"124, d'avoir0411 une",412, malade0412,Senegal Dakar
1363,snaoc1,st pas tous les jour,414,"s, mais il nous arrive0412 de1124, d'avoir0411 une",Senegal Dakar
1364,snaoc1, jusqu'a ce1112 que,1112, la malade des fois (XXX).,Senegal Dakar
1365,snaoc1, en rond jusqu'a ce,1112, que1112 la malade des fois (XXX).,Senegal Dakar
1366,snaoc1,"i maa/, qui decade",412, maame0412 dans l'ambulance0413.,Senegal Dakar
1367,snaoc1,1122 transporter une,412," malade0412 qui maa/, qui decade0412 maame0412 d",Senegal Dakar
1368,snaoc1,0412 par0411 exemple,452," de1122 transporter une0412 malade0412 qui maa/, q",Senegal Dakar
1369,snaoc1, on trouve0412 maame,412," pas un, une0412 stucture0412 d'accueil0414, pour0",Senegal Dakar
1370,snaoc1,2 sante de1112 type,411," un,",Senegal Dakar
1371,snaoc1,11 on est oblige de,1114,", de1132 sortir0412 de1124, de1132 notre1422 propr",Senegal Dakar
1372,snaoc1,AOC1G: Parce0312 que,1422," nous, on est un centre0452 de1122 sante de1112 t",Senegal Dakar
1373,snaoc1, problame0412s pour,411," evacuer les,",Senegal Dakar
1374,snaoc1,i on a des problame,412,"s pour0411 evacuer les,",Senegal Dakar
1375,snaoc1,C1G: Et puis quelque,1422,s fois aussi on a des problame0412s pour0411 eva,Senegal Dakar
1376,snaoc1,412 de1122 materiel,413,0,Senegal Dakar
1377,snaoc1,le1132 manque0412 de,1122, materiel0413.,Senegal Dakar
1378,snaoc1,"e1114, le1132 manque",412, de1122 materiel0413.,Senegal Dakar
1379,snarg1,SNARG1G: Ah d'accor,413,d. aa c'est vrai moom (rires). Ils sont formidabl,Senegal Dakar
1380,snarg1,pporte0422 l'equipe,411, hein.,Senegal Dakar
1381,snarg1, pas a le1112 stade,412," non, mais je1112 supporte0422 l'equipe0411 hein.",Senegal Dakar
1382,snarg1, Oui je1112 supporte,422, l'equipe.,Senegal Dakar
1383,snarg1, des parents puis je,1112, vais re1212ve1312nir encore0413.,Senegal Dakar
1384,snarg1, des fois je1112 par,412,s chez des parents puis je1112 vais re1212ve1312ni,Senegal Dakar
1385,snarg1,SNARG1G: Ailleur,412,s non non. Seule0312ment des fois j,Senegal Dakar
1386,snarg1,e1222puis mes etude,411,s hein hum hum. (clic) J'ai dure.,Senegal Dakar
1387,snarg1,SNARG1G: Oui dep/ de,1222,puis mes etude0411s hein hum hum.,Senegal Dakar
1389,snarg1,as tout le0112 monde,412, de. Il y en a qui n'ont pas des champs.,Senegal Dakar
1390,snarg1,de0412 de1122 sortir,413,0,Senegal Dakar
1391,snarg1,"Non, non (rires), je",1132, ne0112 sortais maame0412 pas. J'ai pas l'habitude,Senegal Dakar
1392,snarg1,sse0412 labas avec,412, ma maman.,Senegal Dakar
1393,snarg1,"e0414s, je1131 passe",412, labas avec0412 ma maman.,Senegal Dakar
1394,snarg1,": Les faate0414s, je",1131, passe0412 labas avec0412 ma maman.,Senegal Dakar
1395,snarg1,12 passe0412 toujour,412,s les faate0412s labas oui.>,Senegal Dakar
1396,snarg1,s il0411 est toujour,412,s labas hein. a Pout0411 oui.,Senegal Dakar
1397,snatd1,ique0412 Superieure,411, a Thias0413.,Senegal Dakar
1398,snatd1,j'etais le1112 seul,411, enseignant a vouloir0412 trav/ parce0312 que0422,Senegal Dakar
1399,snatd1,le0412 le1122 Centre,422, de1122 Formation Pedagogique0412 Superieure0411,Senegal Dakar
1400,snatd1,qu'on appelle0412 le,1122, Centre0422 de1122 Formation Pedagogique0412 Sup,Senegal Dakar
1401,snatd1,ATD1G: qu'on appelle,412, le1122 Centre0422 de1122 Formation Pedagogique04,Senegal Dakar
1402,snatd1,2nant dans un centre,452, de1122 formation pedagogique0413.,Senegal Dakar
1403,snatd1,nde a aller mainte,312,nant dans un centre0452 de1122 formation pedagogi,Senegal Dakar
1404,snatd1,SNATD1G: Alor,412,"s c'est, c'est apras nak que1122 j'ai de1212mand",Senegal Dakar
1405,snatd1,e0412 candidat libre,454,", et la aussi j'ai reussi",Senegal Dakar
1406,snatd1,te0352nant je1112 me,1112, suis presente au Bac0412 comme0412 candidat lib,Senegal Dakar
1407,snatd1,r par0412 les centre,452,s de1122 formation.,Senegal Dakar
1408,snatd1,ment sans passer par,412, les centre0452s de1122 formation.,Senegal Dakar
1409,snatd1,2 suis alle directe,1322,ment dans l'enseigne0312ment sans passer par0412 l,Senegal Dakar
1410,snatd1,SNATD1G: je,1132, suis alle directe1322ment dans l'enseigne0312men,Senegal Dakar
1411,snatd1,12faire ma carriare,411, euh,Senegal Dakar
1412,snatd1," commence a, a re",1212,faire ma carriare0411 euh,Senegal Dakar
1413,snatd1,2 momentla nak que,1122," j'ai commence a, a re1212faire ma carriare041",Senegal Dakar
1414,snatd1,"ite0414, j'etais le",1112, seul0411 enseignant a vouloir0412 trav/ parce031,Senegal Dakar
1415,snatd1,r0412 que1122 mainte,352,nant je111 re0212vienne0411 a Dakar0413.,Senegal Dakar
1416,snatd1,s pieds pour0412 que,1122, mainte0352nant je111 re0212vienne0411 a Dakar041,Senegal Dakar
1417,snatd1,ns et des pieds pour,412, que1122 mainte0352nant je111 re0212vienne0411 a,Senegal Dakar
1418,snatd1," a eu peur0414, elle",411, a fait et mains et des pieds pour0412 que1122 mai,Senegal Dakar
1419,snatd1,: Ma maman a eu peur,414,", elle0411 a fait et mains et des pieds pour0412 q",Senegal Dakar
1420,snatd1,e suis tombe malade,413, (rires).,Senegal Dakar
1421,snatd1,"nnee, la troisiame",411," annee, je suis tombe malade0413 (rires).",Senegal Dakar
1422,snatd1,etait la deuxiame,411," annee, la troisiame0411 annee, je suis tombe",Senegal Dakar
1423,snatd1,SNATD1G: donc,412," aa c'etait la deuxiame0411 annee, la troisia",Senegal Dakar
1424,snatd1,is l'annee suivante,414,", deux ans apras,",Senegal Dakar
1425,snatd1,SNATD1G: c'est en ce,1112," momentla, mais l'annee suivante0414, deux ans",Senegal Dakar
1426,snatd1,est bien.> ah oui de,1112," tras, tras bons resultats.",Senegal Dakar
1427,snatd1, vraiment j'ai eu de,1112," tras, tras bons resultats",Senegal Dakar
1428,snatd1,"inla, ce1132 score",412,#NAME?,Senegal Dakar
1429,snatd1,2 re1212le1312ver ce,1114,", ce1134 machinla, ce1132 score0412la.",Senegal Dakar
1430,snatd1,"114, de1132 re1212le",1312,"ver ce1114, ce1134 machinla, ce1132 score0412l",Senegal Dakar
1431,snatd1,ans. Donc0412 chaque,412, fois qu'il y a une0412 promotion donc0411 on atte,Senegal Dakar
1432,snatd1,s les deux ans. Donc,412, chaque0412 fois qu'il y a une0412 promotion donc0,Senegal Dakar
1433,snatd1,SNATD1G: Hein on re,1212,crutait tous les deux ans. Donc0412 chaque0412 foi,Senegal Dakar
1434,snatd1,"ec/, une0411 ecole",411," a, comment s'appelle encore, a trois classe0413",Senegal Dakar
1435,snatd1,"it une0411 ec/, une",411," ecole0411 a, comment s'appelle encore, a trois",Senegal Dakar
1436,snatd1,"a/, u/, c'etait une",411," ec/, une0411 ecole0411 a, comment s'appelle en",Senegal Dakar
1437,snatd1, de1112 faire0412 de,1122, bons resultats. Parce0312 que1122 dans ce1112 vi,Senegal Dakar
1438,snatd1,un pari de1112 faire,412, de1122 bons resultats. Parce0312 que1122 dans ce,Senegal Dakar
1439,snatd1, pour moi un pari de,1112, faire0412 de1122 bons resultats. Parce0312 que11,Senegal Dakar
1440,snatd1,Bon mais quand maame,411,euh j'essayais de faire0411 un effor0412t mais vra,Senegal Dakar
1441,snatd1, j'etais tout jeune,412," bon il y avait des,",Senegal Dakar
1442,snatd1,SNATD1G: ensuite,414,", j'etais le1112 seul0411 enseignant a vouloir04",Senegal Dakar
1443,snaas1,re0411s et des soeur,412,s labas.,Senegal Dakar
1444,snaas1,"s0414, le1132 manioc",413,0,Senegal Dakar
1445,snaad1,"u'a aujourd'hui, il",411, aurait eu euh euh quatre1422vingt dix0412huit04,Senegal Dakar
1446,snaac1,2 le1122 type0412 de,1122," personne1414s,",Senegal Dakar
1447,snaac1,dire0412 le1122 type,412," de1122 personne1414s,",Senegal Dakar
1448,snaac1,t deja dire0412 le,1122," type0412 de1122 personne1414s,",Senegal Dakar
1449,snaac1,aa veut deja dire,412," le1122 type0412 de1122 personne1414s,",Senegal Dakar
1450,snaac1,iversitaire0412 donc,412, aa veut deja dire0412 le1122 type0412 de1122 p,Senegal Dakar
1451,snaac1,us0411 universitaire,412, donc0412 aa veut deja dire0412 le1122 type0412,Senegal Dakar
1452,snaac1,ur0412 le1122 campus,411, universitaire0412 donc0412 aa veut deja dire04,Senegal Dakar
1453,snaac1,abite0412 sur0412 le,1122, campus0411 universitaire0412 donc0412 aa veut d,Senegal Dakar
1454,snaac1," a, j'habite0412 sur",412, le1122 campus0411 universitaire0412 donc0412 aa,Senegal Dakar
1455,snaac1,"on a, on a, j'habite",412, sur0412 le1122 campus0411 universitaire0412 donc0,Senegal Dakar
1456,snaad1,SNAAD1G: Je,132, travaille0413.,Senegal Dakar
1457,snaas1,il y a un professeur,412, qui m'a marque aussi .,Senegal Dakar
1458,snaat1,s pas faite0412 pour,412, les series scientifiques0413.,Senegal Dakar
1459,snaat1,2 j'etais pas faite,412, pour0412 les series scientifiques0413.,Senegal Dakar
1460,snaat1,AAT1G: parce0312 que,1422, j'etais pas faite0412 pour0412 les series scien,Senegal Dakar
1461,snaat1,SNAAT1G: parce,312, que1422 j'etais pas faite0412 pour0412 les seri,Senegal Dakar
1462,snaat1,la se1212conde0411 S,412, qui n'a pas trop marche,Senegal Dakar
1463,snaat1, fait la se1212conde,411, S0412 qui n'a pas trop marche,Senegal Dakar
1464,snaat1,e Seydou Nourou Tall,414,",",Senegal Dakar
1465,snaat1,"bas, j'ai fait la se",1212,conde0411 S0412 qui n'a pas trop marche,Senegal Dakar
1466,snaat1,as j'ai eu mon BFEM,413,0,Senegal Dakar
1467,snaat1,"0411 euh, troisiame",414,", apras j'ai eu mon BFEM0413.",Senegal Dakar
1468,snaat1,ait labas sixiame,411," euh, troisiame0414, apras j'ai eu mon BFEM0413.",Senegal Dakar
1469,snaat1,,413,0,Senegal Dakar
1470,snaat1,2 suis allee au CEM,1411, Ouakam0413.,Senegal Dakar
1471,snaat1," en Sixiame0414, je",1132, suis allee au CEM1411 Ouakam0413.,Senegal Dakar
1472,snaat1,Entree en Sixiame,414,", je1132 suis allee au CEM1411 Ouakam0413.",Senegal Dakar
1473,snabn1,"fective0312ment, sur",412," le1122 terrain, on rencont0452re beaucoup de1112",Senegal Dakar
1474,snabn1,SNABN1G: Effective,312,"ment, sur0412 le1122 terrain, on rencont0452re bea",Senegal Dakar
1475,snadn1,,412,", a Dakar0412.",Senegal Dakar
1476,snadn1,"Diagne0412, a Dakar",412,0,Senegal Dakar
1477,snadn1,412 au lycee Blaise,412," Diagne0412, a Dakar0412.",Senegal Dakar
1478,snadn1,SNADN1G: donc,412," au lycee Blaise0412 Diagne0412, a Dakar0412.",Senegal Dakar
1479,snadn1,,412,",",Senegal Dakar
1480,snadn1,tait de1112 sixiame,412," a terminale0412,",Senegal Dakar
1481,snadn1,u lycee c'etait de,1112," sixiame0412 a terminale0412,",Senegal Dakar
1482,snadn1,"tais au, a l'ecole",412, Point E deux.,Senegal Dakar
1483,snadn1,,413,0,Senegal Dakar
1484,snadn1,NADN1G: Euh primaire,414,", j'etais au, a l'ecole0412 Point E deux.",Senegal Dakar
1485,snadn1,te au lycee Blaise,412, Diagne0413.,Senegal Dakar
1486,snadn1,SNADN1G: Pour0412 le,1122," lycee, euh j'ai ete au lycee Blaise0412 Diagn",Senegal Dakar
1487,snadn1,SNADN1G: Pour,412," le1122 lycee, euh j'ai ete au lycee Blaise041",Senegal Dakar
1488,snain1,411 ici au Senegal,412," le1122 cycle0422 primaire0412 ce,",Senegal Dakar
1489,snain1,SNAIN1G: D'habitude,1411, ici au Senegal0412 le1122 cycle0422 primaire041,Senegal Dakar
1490,snakg1,SNAKG1G: Je1132 ne,1112," m'interessais pas aux mathematique0414s, je1132",Senegal Dakar
1491,snakg1,SNAKG1G: Je,1132," ne1112 m'interessais pas aux mathematique0414s,",Senegal Dakar
1492,snamc1," pras, ces branches",412," sont, sont bonne0414s, en fait0413.",Senegal Dakar
1493,snamc1,SNAMC1G: dans le,112," se1222cond cycle d/, du primaire0414, c'est Monsi",Senegal Dakar
1494,snamc1,i au niveau primaire,414,", c'est vrai, c'est",Senegal Dakar
1495,snaoc1, c'est le,1114,", le1132 manque0412 de1122 materiel0413.",Senegal Dakar
1496,snaoc1,ntre0452 le1122 plus,414,", c'est le1114, le1132 manque0412 de112",Senegal Dakar
1497,snaoc1,'on rencontre0452 le,1122," plus0414, c'est le1114, le1132 manque0",Senegal Dakar
1498,snaoc1,0412 qu'on rencontre,452," le1122 plus0414, c'est le1114, le1132",Senegal Dakar
1499,snaoc1,,412," qu'on rencontre0452 le1122 plus0414, c",Senegal Dakar
1500,snaoc1,AOC1G: Les problame,412,s quand maame0412 qu'on rencontre0452 le1122 plus0,Senegal Dakar
1501,snarg1,m. (Rires) D'ailleur,411,s il0411 est toujour0412s labas hein.,Senegal Dakar
1502,snatd1,,411, euh euh dans un village0412 qu'on appelle0412 Thi,Senegal Dakar
1503,snatd1,s dans la region de,1112, Kaolack0411 euh euh dans un village0412 qu'on app,Senegal Dakar
1504,snatd1,ATD1G: C'est toujour,412,s dans la region de1112 Kaolack0411 euh euh dans,Senegal Dakar
1505,snatd1,er sejour0412 comme,412, aa.,Senegal Dakar
1506,snatd1,s un premier sejour,412, comme0412 aa.,Senegal Dakar
1507,snatd1,SNATD1G: Donc,412, c'est apras un premier sejour0412 comme0412 aa,Senegal Dakar
1508,snakg1,1: Hum hum.> ensuite,411," il y eu des problame0411s et finale0312ment,",Senegal Dakar
1509,snakg1,l y eu des problame,411,"s et finale0312ment,",Senegal Dakar
1510,snakg1,lame0411s et finale,312,"ment,",Senegal Dakar
1511,snamc1,"412 sont, sont bonne",414,"s, en fait0413.",Senegal Dakar
1512,snamc1," bonne0414s, en fait",413,0,Senegal Dakar
1513,snamc1,1G: Il n'y a pas une,412, seule0412 branche0412 q/qui ne1112 soit pas bonn,Senegal Dakar
1514,snamc1, a pas une0412 seule,412, branche0412 q/qui ne1112 soit pas bonne0413.,Senegal Dakar
1515,snamc1,12 seule0412 branche,412, q/qui ne1112 soit pas bonne0413.,Senegal Dakar
1516,snamc1,ranche0412 q/qui ne,1112, soit pas bonne0413.,Senegal Dakar
1517,snamc1,e1112 soit pas bonne,413,0,Senegal Dakar
1518,snaoc1,icaments aux malades,413,0,Senegal Dakar
1519,snarg1,(clic) Non je1112 ne,112, pense0412 pas hum.,Senegal Dakar
1520,snarg1, je1112 ne0112 pense,412, pas hum.,Senegal Dakar
1521,snatd1,ient plus ages que,1112, moi donc0412 c'etaient des gens maries donc0411,Senegal Dakar
1522,snatd1,es que1112 moi donc,412, c'etaient des gens maries donc0411 ils avaient,Senegal Dakar
1523,snatd1,es gens maries donc,411, ils avaient d'autre0452s preoccupations.,Senegal Dakar
1524,snatd1, ils avaient d'autre,452,s preoccupations. ,Senegal Dakar
1,btatm1,ui sont tous0412 for,411,"t ancres sur0411 euxmaame0411s et m/, pas dire04",Tournai
2,btaol1,double1422s commande,412,s pour0414 euh la faire0412 passer au nom de0112 l,Tournai
3,btaol1,s commande0412s pour,414, euh la faire0412 passer au nom de0112 la societ,Tournai
4,btanh1," a/ , elle0411 aime",412, pas du tout quand on. Quand on fait expras de011,Tournai
5,btanh1,"aa enfin a/ , elle",411, aime0412 pas du tout quand on. Quand on fait expr,Tournai
6,btamp2,de1132 faire0411 une,412," gymnastique0413 euh, euh classique0413 euh, euh d",Tournai
7,btamp1, Mais bon disons que,1114," euh je1132 suis plutat te1212nue non je1112 n/,",Tournai
8,btamp1,isons que1114 euh je,1132," suis plutat te1212nue non je1112 n/, enfin je011",Tournai
9,btamp1,nse0412 le1122 faire,413,. Mais bon disons que1114 euh je1132 suis plutat,Tournai
10,btafb1,u le0112 choix entre,1422," Bruxelle0414s, euh Mons0414, et Louvain.",Tournai
11,btacw1,2 lundi perdu ils ve,212,"naient avec le1124, leur0411 epouse0412 quoi hein",Tournai
12,btacw1,> quand on a fait le,112," lundi perdu ils ve0212naient avec le1124, leur041",Tournai
13,btacb1,"h, e/, elle0411 aime",412, bien euh sa tranquillite donc0411 euh elle0412 f,Tournai
14,btabd1,2quel0411 on appelle,412, les gens du nor0413d.,Tournai
15,btabd1,m par0412 le1222quel,411, on appelle0412 les gens du nor0413d.,Tournai
16,btabd1,e1112 nom par0412 le,1222,quel0411 on appelle0412 les gens du nor0413d.,Tournai
17,btabd1,c'est le1112 nom par,412, le1222quel0411 on appelle0412 les gens du nor0413,Tournai
18,btabd1,e chose0412 c'est le,1112, nom par0412 le1222quel0411 on appelle0412 les gen,Tournai
19,btabd1,'est aut0452re chose,412, c'est le1112 nom par0412 le1222quel0411 on appell,Tournai
20,btabd1,122 chtimi c'est aut,452,re chose0412 c'est le1112 nom par0412 le1222quel04,Tournai
21,btabd1,BT: Alor0412s le,1122, chtimi c'est aut0452re chose0412 c'est le1112 nom,Tournai
22,btabd1," marie patche, donc",413, euh.,Tournai
23,btabd1,BT: Alor,412,s le1122 chtimi c'est aut0452re chose0412 c'est le,Tournai
24,btabd1,11 avec0412 plein de,112," paquets, on dit marie patche, tins la marie pat",Tournai
25,btabd1,ne0412 dame0411 avec,412," plein de0112 paquets, on dit marie patche, tins",Tournai
26,btabd1,charge une0412 dame,411," avec0412 plein de0112 paquets, on dit marie patch",Tournai
27,btabd1,st tras charge une,412," dame0411 avec0412 plein de0112 paquets, on dit ma",Tournai
28,btabd1,it on dit on utilise,412," des tche, on dit euh quand euh on voit quelqu'un",Tournai
29,btabd1,BT: Tandis que,1112, les deja a Mouscron on fait on dit on utilise0,Tournai
30,btabd1,ire0412 tcherre pour,412, tomber.,Tournai
31,btabd1,irait chez nous donc,412, nous on a garde a Tournai tous ces que.,Tournai
32,btabd1,0451le ils vont dire,412, tcherre pour0412 tomber.,Tournai
33,btabd1,querre par0411 exemp,451,le ils vont dire0412 tcherre pour0412 tomber.,Tournai
34,btabd1," euh, euh querre par",411, exemp0451le ils vont dire0412 tcherre pour0412 to,Tournai
35,btabd1,"h, ils vont pas dire",413," euh, euh querre par0411 exemp0451le ils vont dire",Tournai
36,btabd1,"mme0412 aa, et donc",411," ils vont pas dire0413 euh, ils vont pas dire0413",Tournai
37,btabd1,11 ils vont pas dire,413," euh, ils vont pas dire0413 euh, euh querre par041",Tournai
38,btabd1,kEk] chose0412 comme,412," aa, et donc0411 ils vont pas dire0413 euh, ils v",Tournai
39,btabd1,lque0412 [kEk] chose,412," comme0412 aa, et donc0411 ils vont pas dire0413",Tournai
40,btabd1,iame0411 ou quelque,412," [kEk] chose0412 comme0412 aa, et donc0411 ils vo",Tournai
41,btabd1,but du dixneuviame,411," ou quelque0412 [kEk] chose0412 comme0412 aa, et",Tournai
42,btabd1,ois qu'elle0412 date,412, du debut du dixneuviame0411 ou quelque0412 [kE,Tournai
43,btabd1,je0132 crois qu'elle,412, date0412 du debut du dixneuviame0411 ou quelqu,Tournai
44,btabd1,BT: Hein je,132, crois qu'elle0412 date0412 du debut du dixneuvi,Tournai
45,btabd1, en long et en large,1424,", assez tardive0413.",Tournai
46,btabd1,"e1424, assez tardive",413,0,Tournai
47,btabd1,0112 suppose0412 que,1122," tu as vu aa en long et en large1424, assez tardi",Tournai
48,btabd1,ation je0112 suppose,412," que1122 tu as vu aa en long et en large1424, ass",Tournai
49,btabd1,12 palatalisation je,112, suppose0412 que1122 tu as vu aa en long et en la,Tournai
50,btabd1,u'on appelle0411 une,412, palatalisation je0112 suppose0412 que1122 tu as v,Tournai
51,btabd1,ce0132 qu'on appelle,411, une0412 palatalisation je0112 suppose0412 que1122,Tournai
52,btabd1,412 [styn] pa/euh ce,132, qu'on appelle0411 une0412 palatalisation je0112 s,Tournai
53,btabd1,", donc0411 c'est une",412, [styn] pa/euh ce0132 qu'on appelle0411 une0412 pa,Tournai
54,btabd1,"he [tS9] aussi, donc",411, c'est une0412 [styn] pa/euh ce0132 qu'on appelle0,Tournai
55,btabd1,nd pas ce0112 qui se,112, dit.,Tournai
56,btabd1,BT: Donc,411," on j'ai dit aa j'ai, j'ai parle des tche [tS9]",Tournai
57,btabd1,0112 comprend pas ce,112, qui se0112 dit.,Tournai
58,btabd1, bloque0411 et on ne,112, comprend pas ce0112 qui se0112 dit.,Tournai
59,btabd1,11s on se0112 bloque,411, et on ne0112 comprend pas ce0112 qui se0112 dit.,Tournai
60,btabd1,n et alor0411s on se,112, bloque0411 et on ne0112 comprend pas ce0112 qui s,Tournai
61,btabd1,12 aa et on et alor,411,s on se0112 bloque0411 et on ne0112 comprend pas c,Tournai
62,btabd1,12s baate0412s comme,412, aa et on et alor0411s on se0112 bloque0411 et on,Tournai
63,btabd1,12s chose0412s baate,412,s comme0412 aa et on et alor0411s on se0112 bloqu,Tournai
64,btabd1,e0212tite0412s chose,412,s baate0412s comme0412 aa et on et alor0411s on s,Tournai
65,btabd1,r0412 des pe0212tite,412,s chose0412s baate0412s comme0412 aa et on et alo,Tournai
66,btabd1,e0412 sur0412 des pe,212,tite0412s chose0412s baate0412s comme0412 aa et o,Tournai
67,btabd1,non on butte0412 sur,412, des pe0212tite0412s chose0412s baate0412s comme04,Tournai
68,btabd1,e1422 sinon on butte,412, sur0412 des pe0212tite0412s chose0412s baate0412s,Tournai
69,btabd1, moins parce0322 que,1422, sinon on butte0412 sur0412 des pe0212tite0412s ch,Tournai
70,btabd1,e0421 en moins parce,322, que1422 sinon on butte0412 sur0412 des pe0212tite,Tournai
71,btabd1,t deja un obstacle,421, en moins parce0322 que1422 sinon on butte0412 sur,Tournai
72,btabd1,0112 maame0411 artic,452,"le defini deja quand on sait aa, on comprend.",Tournai
73,btabd1,ont pas le0112 maame,411," artic0452le defini deja quand on sait aa, on",Tournai
74,btabd1,4 euh ils ont pas le,112, maame0411 artic0452le defini deja quand on sai,Tournai
75,btabd1,"t, de1132 ille, donc",414, euh ils ont pas le0112 maame0411 artic0452le def,Tournai
76,btabd1,"atre0423, vient, de",1132," ille, donc0414 euh ils ont pas le0112 maame0411 a",Tournai
77,btabd1,ue1122 le1112 natre,423,", vient, de1132 ille, donc0414 euh ils ont pas le0",Tournai
78,btabd1,alor0412s que1122 le,1112," natre0423, vient, de1132 ille, donc0414 euh ils",Tournai
79,btabd1,"t0413, alor0412s que",1122," le1112 natre0423, vient, de1132 ille, donc0414 e",Tournai
80,btabd1,"te en fait0413, alor",412,"s que1122 le1112 natre0423, vient, de1132 ille, d",Tournai
81,btabd1,u latin iste en fait,413,", alor0412s que1122 le1112 natre0423, vient, de11",Tournai
82,btabd1,ois que0112 c'est le,1114, euh aa vient du l/ euh du latin iste en fait0413,Tournai
83,btabd1,euh je1132 crois que,112, c'est le1114 euh aa vient du l/ euh du latin ist,Tournai
84,btabd1,2 c'est la j/ euh je,1132, crois que0112 c'est le1114 euh aa vient du l/ eu,Tournai
